epoch,train_loss,train_bce,train_dice,train_cldice,val_loss,val_bce,val_dice,val_cldice,lr,seconds
1,2.811607873439789,0.8909187326828639,0.9689523587624232,0.9517367660999299,2.58831787109375,0.7100024744868279,0.969154916703701,0.9091605171561241,0.0001,28.420624017715454
2,2.509138627847036,0.7075245161851247,0.968273342649142,0.8333407620588938,2.338729739189148,0.6554328873753548,0.9628848060965538,0.7204120382666588,0.0001,30.33203887939453
3,2.3872539162635804,0.6490308304627737,0.9660276025533676,0.7721954961617787,2.112899139523506,0.6060331016778946,0.956657350063324,0.5502086728811264,0.0001,30.456998348236084
4,2.2938666621843975,0.5838393638531367,0.962210210164388,0.7478170752525329,2.0284194946289062,0.5320136845111847,0.9527252614498138,0.5436805710196495,0.0001,33.697107553482056
5,2.2117454648017882,0.5103469769159953,0.9602965275446574,0.7411019672950109,1.9803973883390427,0.4790041856467724,0.9396976232528687,0.5616955682635307,0.0001,38.139187812805176
6,2.1209645052750905,0.43076080779234566,0.9508767604827881,0.7393269340197245,1.9326269179582596,0.3816666081547737,0.9366641417145729,0.6142961904406548,0.0001,40.80696153640747
7,2.027260547876358,0.35149790296951927,0.9445527573426564,0.7312098920345307,1.8844607174396515,0.3153724633157253,0.9297578483819962,0.6393304020166397,0.0001,40.095078229904175
8,1.9670338809490204,0.29608868608872096,0.9361363540093104,0.7348088433345159,1.7506143152713776,0.268367039039731,0.9165962710976601,0.565650999546051,0.0001,40.80433106422424
9,1.8803492883841197,0.24966526702046393,0.9243952244520187,0.7062887916962306,1.6340509355068207,0.204560412093997,0.9112561419606209,0.5182343795895576,0.0001,43.98364472389221
10,1.8281244138876598,0.21429901346564292,0.9142637560764949,0.6995616316795349,1.5531401634216309,0.18373912945389748,0.8953010886907578,0.47409993410110474,0.0001,45.399794578552246
11,1.75296754638354,0.1842789503435294,0.9089402178923289,0.6597483744223912,1.6179061830043793,0.16194944735616446,0.8901088014245033,0.5658479332923889,0.0001,43.22084450721741
12,1.7282370706399282,0.16830861816803613,0.9008507172266642,0.6590777357419332,1.5831037312746048,0.15730095468461514,0.8801368847489357,0.5456659123301506,0.0001,45.87494707107544
13,1.7010654588540395,0.15751083890597026,0.8892594357331594,0.6542951812346777,1.5642940551042557,0.14091604482382536,0.8714401349425316,0.5519378781318665,0.0001,44.3358952999115
14,1.680549035469691,0.14523202056686083,0.8895560642083485,0.6457609524329503,1.4850085824728012,0.13160837953910232,0.8552419021725655,0.498158298432827,0.0001,43.351049184799194
15,1.6420905311902365,0.1371091862519582,0.8711881160736084,0.633793227871259,1.479362666606903,0.11534128524363041,0.8555805832147598,0.5084408223628998,0.0001,44.112825870513916
16,1.6137250105539958,0.13215813549856345,0.8599921703338623,0.6215747068325679,1.5165239423513412,0.10956309316679835,0.8526582717895508,0.5543026030063629,0.0001,44.25548982620239
17,1.6010171075661976,0.12472249592343966,0.8579865366220474,0.6183080752690633,1.6075183600187302,0.10700354212895036,0.8553880080580711,0.6451267898082733,0.0001,44.56141901016235
18,1.5896646777788799,0.11687207072973252,0.8540653645992279,0.618727241953214,1.5253492146730423,0.09613192128017545,0.8414856195449829,0.5877316817641258,0.0001,44.28353691101074
19,1.5538690825303396,0.11408366151154041,0.8336969921986263,0.6060884356498718,1.50007002055645,0.09404518315568566,0.8224799931049347,0.5835448578000069,5e-05,44.615904808044434
20,1.485281193256378,0.11021405073503653,0.8236288368701935,0.551438307762146,1.509225606918335,0.09159552538767457,0.8204188123345375,0.5972112864255905,5e-05,44.035953998565674
21,1.4616343994935355,0.10692334609727065,0.8162686963876088,0.5384423544009527,1.4813273400068283,0.08658867282792926,0.8124197423458099,0.5823189169168472,5e-05,43.59283709526062
22,1.4335074841976165,0.10725751544038455,0.7987768332163493,0.5274731367826462,1.469786137342453,0.0814190583769232,0.8073484152555466,0.5810186713933945,5e-05,44.28022837638855
23,1.4421049177646637,0.10433449186384677,0.8044681578874588,0.5333022644122442,1.4589613676071167,0.08007087232545018,0.801142692565918,0.5777477994561195,5e-05,44.58110952377319
24,1.3802241782347362,0.10027011707425118,0.78668439189593,0.49326967895030976,1.503050521016121,0.08283021836541593,0.8126278445124626,0.6075924336910248,5e-05,44.94237160682678
25,1.4403787950674694,0.09896488698820273,0.7953734199206034,0.5460404833157857,1.467349424958229,0.081525600515306,0.7964323088526726,0.5893915370106697,5e-05,44.82439088821411
26,1.4003226558367412,0.09828639738261699,0.7833444356918335,0.5186918218930562,1.510656252503395,0.08069275692105293,0.8002158626914024,0.6297476068139076,5e-05,44.30431389808655
27,1.388323140144348,0.09396986849606037,0.776642718911171,0.5177105436722438,1.4294857382774353,0.08465119521133602,0.7723350450396538,0.5724995136260986,5e-05,44.264660120010376
28,1.3852223535378774,0.09343041914204757,0.7708239912986755,0.5209679394960404,1.5081378519535065,0.08056935714557767,0.7937972471117973,0.6337712481617928,5e-05,45.52123713493347
29,1.372551182905833,0.090427141264081,0.7669767787059149,0.5151472598314285,1.5398727804422379,0.07660096045583487,0.7962068393826485,0.6670650020241737,5e-05,45.727356910705566
30,1.3514788925647736,0.09317335672676563,0.7536099483569463,0.5046955813964208,1.4993811249732971,0.08129681227728724,0.7719081565737724,0.6461761742830276,5e-05,45.33625864982605
