epoch,train_loss,train_bce,train_dice,train_cldice,val_loss,val_bce,val_dice,val_cldice,lr,seconds
1,2.7496671080589294,0.8259186337391535,0.9705181847016017,0.9532302896181742,2.9090472161769867,1.0258463397622108,0.9687855392694473,0.9144153296947479,0.0001,34.089462757110596
2,2.417319830258687,0.6045963575442632,0.9685370186964671,0.8441864470640819,2.542730689048767,0.796332485973835,0.9649820774793625,0.7814161702990532,0.0001,32.687365770339966
3,2.273335540294647,0.5148223797480266,0.962000181277593,0.7965129603942235,2.3207118213176727,0.6221916303038597,0.9594949334859848,0.7390252351760864,0.0001,36.63531446456909
4,2.157162630558014,0.42655860682328545,0.9571564157803854,0.7734476159016291,2.0265819430351257,0.3619192838668823,0.9494839832186699,0.7151786834001541,0.0001,40.912615060806274
5,2.0745404700438184,0.35047530631224316,0.9518765101830164,0.7721886605024337,1.9605544805526733,0.2961542494595051,0.9485262483358383,0.7158739641308784,0.0001,45.77120232582092
6,2.00578887462616,0.30164488156636554,0.9442670325438182,0.759876948595047,1.855800986289978,0.25964511558413506,0.9297477528452873,0.6664081141352654,0.0001,48.82753562927246
7,1.952678390343984,0.26566167573134103,0.9345988323291142,0.7524178723494211,1.8587051033973694,0.24470683932304382,0.921784445643425,0.692213848233223,0.0001,47.88443994522095
8,1.8751060624917348,0.2404120517273744,0.9203282078107198,0.7143658032019933,1.67901611328125,0.2298111394047737,0.8997286558151245,0.5494763180613518,0.0001,48.31983542442322
9,1.8207803924878438,0.21567685355742772,0.9056425253550212,0.6994610081116358,1.7631121128797531,0.19606040976941586,0.9055560678243637,0.661495640873909,0.0001,48.906357765197754
10,1.7319774468739828,0.19001712873578072,0.9017898440361023,0.6401704698801041,1.632071927189827,0.16200021840631962,0.8934433311223984,0.5766283795237541,0.0001,50.799673557281494
11,1.7144895275433858,0.17636824573079746,0.8878615776697795,0.6502597014109294,1.672724962234497,0.13960805721580982,0.8992052227258682,0.6339116618037224,0.0001,51.8216872215271
12,1.650133204460144,0.16240247984727224,0.8762777755657832,0.6114529530207317,1.5946082472801208,0.1330341538414359,0.868891254067421,0.5926828533411026,0.0001,51.95728039741516
13,1.6250377655029298,0.1507826772828897,0.8663769662380219,0.6078781167666117,1.4605708718299866,0.1240483857691288,0.8474001586437225,0.48912233114242554,0.0001,52.774176597595215
14,1.5976958533128103,0.1413922329743703,0.8539113064606985,0.6023923188447953,1.4631142914295197,0.12296990305185318,0.833235502243042,0.5069088861346245,0.0001,52.69002938270569
15,1.5508284250895181,0.1284499584386746,0.8483904639879862,0.5739880065123241,1.615159198641777,0.11615228466689587,0.8564721122384071,0.6425347849726677,0.0001,51.79549431800842
16,1.543724242846171,0.12613259839514893,0.8389888336261113,0.5786028067270915,1.5918252915143967,0.11897519510239363,0.840895377099514,0.631954699754715,0.0001,50.33014512062073
17,1.5023835062980653,0.1249679842342933,0.8169551283121109,0.5604603995879491,1.5528067648410797,0.10066748363897204,0.8256806507706642,0.6264586076140404,5e-05,49.09400010108948
18,1.4898110330104828,0.11691774626572927,0.8134018570184708,0.5594914356867472,1.5524254888296127,0.09850854985415936,0.8348846435546875,0.6190323084592819,5e-05,48.20576882362366
19,1.4492235382397969,0.11469116657972336,0.8082362035910289,0.5262961854537328,1.6181777864694595,0.10365776857361197,0.8481150716543198,0.6664049401879311,5e-05,46.427053451538086
20,1.4524272044499715,0.11104103997349739,0.8001532047986984,0.5412329584360123,1.4666502326726913,0.09770444734022021,0.8097831979393959,0.5591625869274139,5e-05,49.491703271865845
21,1.4461536308129628,0.10414424054324627,0.8043063789606094,0.537703009446462,1.5032062232494354,0.09366992628201842,0.8093539178371429,0.6001823544502258,2.5e-05,49.06281089782715
22,1.4183631638685863,0.10709326192736626,0.7924928774436315,0.518777021765709,1.4731245636940002,0.0894916532561183,0.8038076460361481,0.5798252373933792,2.5e-05,50.46995496749878
23,1.394334731499354,0.10134073489656051,0.7989366710186004,0.4940573324759801,1.522330492734909,0.09708173666149378,0.8148911073803902,0.6103576496243477,2.5e-05,50.990033864974976
24,1.376086030403773,0.10157669944067796,0.7808063675959905,0.4937029580275218,1.4872184097766876,0.08903475478291512,0.8023513630032539,0.5958322808146477,2.5e-05,51.6889271736145
25,1.3488026559352875,0.09910873162249724,0.7816806674003601,0.4680132448673248,1.5299797803163528,0.0898990691639483,0.8132592663168907,0.6268214285373688,1.25e-05,52.15776705741882
26,1.3314098358154296,0.09934207436939081,0.7725197553634644,0.4595480114221573,1.506440594792366,0.0856603728607297,0.8043006286025047,0.6164795830845833,1.25e-05,52.52035999298096
27,1.3109935472408931,0.10156271656354268,0.7559030791123708,0.45352774759133657,1.512953370809555,0.0894988477230072,0.8041129037737846,0.6193416267633438,1.25e-05,57.208455085754395
28,1.3258779227733613,0.09677582743267218,0.7683509310086568,0.4607511649529139,1.5458609908819199,0.09414801700040698,0.80938720703125,0.6423257365822792,1.25e-05,53.50351595878601
29,1.281652029355367,0.0944905205319325,0.7603175987799963,0.42684391339619954,1.5177156925201416,0.09437713446095586,0.7976881563663483,0.6256504058837891,6.25e-06,53.09587645530701
30,1.3152180035909018,0.09928946681320668,0.7632256080706914,0.45270292460918427,1.547082856297493,0.09202640457078815,0.808498241007328,0.6465582177042961,6.25e-06,53.2188355922699
